"start";"end";"today";"username";"site_id";"location";"_location_latitude";"_location_longitude";"_location_altitude";"_location_precision";"photo_1";"photo_2";"photo_3";"photo_4";"photo_5";"photo_6";"photo_6_002";"photo_6_001";"anvil_type";"anvil_type/stone";"anvil_type/wood";"hammer_material";"hammer_material/stone";"hammer_material/wood";"fragmentation";"weight_g";"length_mm_max";"length_mm_25";"length_mm_50";"length_mm_75";"width_mm_max";"width_mm_25";"width_mm_50";"width_mm_75";"THICKNESS";"hardness_1_hld";"hardness_2_hld";"hardness_3_hld";"hardness_4_hld";"hardness_5_hld";"hardness_6_hld";"hardness_7_hld";"hardness_8_hld";"hardness_9_hld";"debris_at_site";"debris_at_site/almendra";"debris_at_site/hermit_crabs";"debris_at_site/halloween_crabs";"debris_at_site/coconuts";"debris_at_site/marine_snail";"debris_at_site/river_snail";"debris_at_site/bactris_fruit";"debris_at_site/other_processed_item";"site_type_size";"site_type_persistence";"site_location";"site_location/beach";"site_location/stream_bank";"site_location/in_tree";"site_location/other";"site_location/forest";"site_location/option_6";"comments";"camera_at_site";"name_of_camera_trap";"__version__";"ID";"What_is_the_name_of_this_site";"LOCATION";"_LOCATION_latitude";"_LOCATION_longitude";"_LOCATION_altitude";"_LOCATION_precision";"Record_your_current_location";"_Record_your_current_location_latitude";"_Record_your_current_location_longitude";"_Record_your_current_location_altitude";"_Record_your_current_location_precision";"Photo_1";"Photo_2";"Photo_3";"What_type_of_anvil";"What_type_of_anvil/stone";"What_type_of_anvil/wood";"Photo_4";"What_is_hammer_material";"What_is_hammer_material/stone";"What_is_hammer_material/wooden";"Photo_5";"Fragmentation_Pattern";"Photo_6";"ANVIL";"ANVIL/stone";"ANVIL/wood";"HAMMER";"HAMMER/stone";"HAMMER/wooden";"LENGTH_001";"FRAGMENTATION";"LENGTH_001_001";"WEIGHT";"Type_of_Debris_at_Site";"Type_of_Debris_at_Site/almendras";"Type_of_Debris_at_Site/shells";"Type_of_Debris_at_Site/halloween_crab";"Type_of_Debris_at_Site/coconut";"Type_of_Debris_at_Site/marine_snail";"Type_of_Debris_at_Site/freshwater_sna";"Type_of_Debris_at_Site/other__see_com";"LENGTH";"Site_Type";"WIDTH";"Enter_a_date_and_time";"DEBRIS_AT_SITE";"DEBRIS_AT_SITE/ALMENDRAS";"DEBRIS_AT_SITE/SHELLS";"DEBRIS_AT_SITE/HCRABS";"DEBRIS_AT_SITE/COCO";"DEBRIS_AT_SITE/MARlNE_SNAIL";"DEBRIS_AT_SITE/FRESHWATER_SNA_1";"DEBRIS_AT_SITE/NUT";"DEBRIS_AT_SITE/OTHER_PROC_ITE_1";"DEBRIS_AT_SITE/RIVER_SNAIL";"DEBRIS_AT_SITE/OTHER_PROC_ITE";"SITE_TYPE";"SITE_LOCATION";"SITE_LOCATION/beach";"SITE_LOCATION/stream_bank";"SITE_LOCATION/in_tree";"SITE_LOCATION/in_stream";"SITE_LOCATION/other";"Comments";"COMMENTS";"CAMERA_AT_SITE";"Name_of_Camera_Trap";"hammerstone_shape";"hammerstone_shape/spheroid";"hammerstone_shape/ovate";"hammerstone_shape/retangular";"hammerstone_shape/irregular";"hammerstone_shape/undetermined";"site_type";"What_is_site_type";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"_tags";"_index"
"2022-07-16T09:42:14.999-05:00";"2022-07-16T09:49:39.270-05:00";"2022-07-16";"Brendan Barrett";"T03";"7.2717288 -81.8217828 40.11712646484375 3.878";"7.2717288";"-81.8217828";"40.11712646484375";"3.878";"1657982659180.jpg";"1657982676483.jpg";"1657982693102.jpg";"1657982707837.jpg";"1657982724166.jpg";"1657982744826.jpg";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"540.0";"113";"92";"113";"88";"82";"72";"76";"80";"51";"";"";"";"";"";"";"";"";"";"almendra hermit_crabs coconuts other_processed_item";"1";"1";"0";"1";"0";"0";"0";"1";"3";"3";"forest";"0";"0";"0";"0";"1";"0";"Cacao at anvil";"yes";"Cebus-13";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416157";"cb7c158f-df81-44cb-8d06-63644302988c";"2022-07-23T13:02:15";"";"";"submitted_via_web";"mkcarlson";"";"150"
"2022-07-16T10:01:06.077-05:00";"2022-07-16T10:07:07.619-05:00";"2022-07-16";"Brendan Barrett";"T04";"7.2716327 -81.8218489 27.455810546875 3.784";"7.2716327";"-81.8218489";"27.455810546875";"3.784";"1657983757638.jpg";"1657983776092.jpg";"1657983789896.jpg";"1657983810000.jpg";"1657983825822.jpg";"1657983836621.jpg";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"275.0";"86";"54";"76";"61";"66";"54";"63";"51";"42";"";"";"";"";"";"";"";"";"";"almendra hermit_crabs coconuts";"1";"1";"0";"1";"0";"0";"0";"0";"2";"3";"forest stream_bank";"0";"1";"0";"0";"1";"0";"Debris is diffuse,  not on top of anvil";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416188";"42653151-98e2-4b9b-8b2a-b4e48261861d";"2022-07-23T13:02:20";"";"";"submitted_via_web";"mkcarlson";"";"151"
"2022-07-16T10:12:50.892-05:00";"2022-07-16T10:18:42.744-05:00";"2022-07-16";"Brendan Barrett";"T05";"7.2715382 -81.8216171 29.5657958984375 3.863";"7.2715382";"-81.8216171";"29.5657958984375";"3.863";"1657984434995.jpg";"1657984457083.jpg";"1657984481547.jpg";"1657984502348.jpg";"1657984530870.jpg";"";"";"";"wood";"0";"1";"stone";"1";"0";"whole";"80.0";"59";"59";"32";"24";"52";"20";"52";"49";"31";"";"";"";"";"";"";"";"";"";"hermit_crabs";"0";"1";"0";"0";"0";"0";"0";"0";"1";"3";"forest";"0";"0";"0";"0";"1";"0";"";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416215";"34880a7a-7b7e-4552-9de7-3347d610c33d";"2022-07-23T13:02:27";"";"";"submitted_via_web";"mkcarlson";"";"152"
"2022-07-16T10:30:39.186-05:00";"2022-07-16T10:36:28.767-05:00";"2022-07-16";"Brendan Barrett";"T06";"7.2704284 -81.8211653 27.802734375 3.9";"7.2704284";"-81.8211653";"27.802734375";"3.9";"1657985523881.jpg";"1657985538171.jpg";"1657985563211.jpg";"1657985579682.jpg";"1657985599520.jpg";"1657985626253.jpg";"1657985642891.jpg";"";"stone";"1";"0";"stone";"1";"0";"whole";"345.0";"82";"62";"80";"82";"71";"49";"65";"73";"35";"";"";"";"";"";"";"";"";"";"almendra";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"beach";"1";"0";"0";"0";"0";"0";"";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416231";"71e81577-0b64-44ed-9b8b-26fa620bccb1";"2022-07-23T13:02:32";"";"";"submitted_via_web";"mkcarlson";"";"153"
"2022-07-16T10:36:32.689-05:00";"2022-07-16T10:42:22.049-05:00";"2022-07-16";"Brendan Barrett";"T07";"7.2705367 -81.8211414 18.4661865234375 3.648";"7.2705367";"-81.8211414";"18.4661865234375";"3.648";"1657985846121.jpg";"1657985871944.jpg";"1657985881978.jpg";"1657985897183.jpg";"1657985916557.jpg";"1657985929997.jpg";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"740.0";"111";"111";"103";"92";"70";"62";"67";"62";"68";"";"";"";"";"";"";"";"";"";"almendra";"1";"0";"0";"0";"0";"0";"0";"0";"2";"1";"beach";"1";"0";"0";"0";"0";"0";"Concordance fracture on one surface";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416260";"c72a64f6-147f-48fd-87c5-3d6ccc4a1494";"2022-07-23T13:02:40";"";"";"submitted_via_web";"mkcarlson";"";"154"
"2022-07-16T10:55:10.197-05:00";"2022-07-16T10:59:39.142-05:00";"2022-07-16";"Brendan Barrett";"T08";"7.2696528 -81.8201854 38.87750244140625 3.663";"7.2696528";"-81.8201854";"38.87750244140625";"3.663";"1657986963418.jpg";"1657986973792.jpg";"1657986986753.jpg";"1657987000176.jpg";"1657987012276.jpg";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"400.0";"104";"71";"104";"91";"74";"48";"72";"63";"51";"";"";"";"";"";"";"";"";"";"coconuts hermit_crabs";"0";"1";"0";"1";"0";"0";"0";"0";"2";"2";"stream_bank forest";"0";"1";"0";"0";"1";"0";"";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416285";"4a91ff9f-dc4b-45bb-8163-b4cdefe49e7d";"2022-07-23T13:02:47";"";"";"submitted_via_web";"mkcarlson";"";"155"
"2022-07-16T10:59:47.289-05:00";"2022-07-16T11:07:25.931-05:00";"2022-07-16";"Brendan Barrett";"T09";"7.2696622 -81.820227 38.884033203125 3.881";"7.2696622";"-81.820227";"38.884033203125";"3.881";"1657987360188.jpg";"1657987374192.jpg";"1657987404265.jpg";"1657987417934.jpg";"1657987436776.jpg";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"345.0";"110";"78";"107";"91";"74";"59";"71";"64";"40";"";"";"";"";"";"";"";"";"";"almendra coconuts";"1";"0";"0";"1";"0";"0";"0";"0";"2";"2";"stream_bank";"0";"1";"0";"0";"0";"0";"Very low on stream bank";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416293";"a12dba80-b0ed-43c3-9526-8a6ce369ccce";"2022-07-23T13:02:52";"";"";"submitted_via_web";"mkcarlson";"";"156"
"2022-07-16T11:17:41.621-05:00";"2022-07-16T11:27:30.332-05:00";"2022-07-16";"Brendan Barrett";"T10";"7.2697494 -81.8204173 31.65643310546875 3.726";"7.2697494";"-81.8204173";"31.65643310546875";"3.726";"1657988405461.jpg";"1657988420566.jpg";"1657988436515.jpg";"1657988464877.jpg";"1657988490610.jpg";"1657988505013.jpg";"1657988522735.jpg";"";"stone";"1";"0";"stone";"1";"0";"whole";"1030.0";"126";"96";"119";"112";"111";"111";"107";"76";"68";"";"";"";"";"";"";"";"";"";"hermit_crabs almendra coconuts";"1";"1";"0";"1";"0";"0";"0";"0";"3";"3";"forest";"0";"0";"0";"0";"1";"0";"Visible wear on hammer; Christian's camera trap";"yes";"Christian";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416307";"5a3412de-2f47-4d63-9175-611883e59953";"2022-07-23T13:02:58";"";"";"submitted_via_web";"mkcarlson";"";"157"
"2022-07-16T11:39:49.272-05:00";"2022-07-16T11:46:31.545-05:00";"2022-07-16";"Brendan Barrett";"T11";"7.2688721 -81.8198386 18.09649658203125 3.741";"7.2688721";"-81.8198386";"18.09649658203125";"3.741";"1657989679980.jpg";"1657989700090.jpg";"1657989711470.jpg";"1657989737812.jpg";"1657989751024.jpg";"";"";"";"wood";"0";"1";"stone";"1";"0";"whole";"160.0";"70";"55";"70";"43";"58";"24";"45";"52";"38";"";"";"";"";"";"";"";"";"";"almendra hermit_crabs coconuts";"1";"1";"0";"1";"0";"0";"0";"0";"2";"2";"beach in_tree";"1";"0";"1";"0";"0";"0";"Less debris than previous observations at same site ";"yes";"Cebus-10";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416320";"7df6bfcd-1903-4b6c-b7f8-79f3334cf13c";"2022-07-23T13:03:06";"";"";"submitted_via_web";"mkcarlson";"";"158"
"2022-07-16T11:50:08.792-05:00";"2022-07-16T11:57:10.559-05:00";"2022-07-16";"Brendan Barrett";"T12";"7.2686917 -81.8198107 33.73992919921875 3.9";"7.2686917";"-81.8198107";"33.73992919921875";"3.9";"1657990258165.jpg";"1657990275396.jpg";"1657990291855.jpg";"1657990303925.jpg";"1657990316846.jpg";"1657990330266.jpg";"1657990360126.jpg";"1657990453801.jpg";"wood";"0";"1";"stone";"1";"0";"whole";"1160.0";"140";"126";"133";"140";"104";"81";"97";"99";"62";"";"";"";"";"";"";"";"";"";"almendra coconuts hermit_crabs";"1";"1";"0";"1";"0";"0";"0";"0";"3";"2";"stream_bank beach";"1";"1";"0";"0";"0";"0";"In trash heap at mouth of stream";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416340";"4bbae57d-c260-4b67-90c3-f58022654964";"2022-07-23T13:03:12";"";"";"submitted_via_web";"mkcarlson";"";"159"
"2022-07-16T12:04:13.349-05:00";"2022-07-16T12:09:12.043-05:00";"2022-07-16";"Brendan Barrett";"T13";"7.2688814 -81.8196458 22.80792236328125 3.799";"7.2688814";"-81.8196458";"22.80792236328125";"3.799";"1657991117422.jpg";"1657991132727.jpg";"1657991148208.jpg";"1657991162671.jpg";"1657991197452.jpg";"";"";"";"wood";"0";"1";"stone";"1";"0";"whole";"685.0";"147";"131";"136";"140";"60";"60";"53";"54";"49";"";"";"";"";"";"";"";"";"";"almendra";"1";"0";"0";"0";"0";"0";"0";"0";"1";"2";"stream_bank";"0";"1";"0";"0";"0";"0";"Hammer found off anvil in water";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416360";"a1386878-7343-46b6-80b2-f8fe853d8f05";"2022-07-23T13:03:22";"";"";"submitted_via_web";"mkcarlson";"";"160"
"2022-07-16T12:09:14.901-05:00";"2022-07-16T12:14:26.217-05:00";"2022-07-16";"Brendan Barrett";"T14";"7.2688233 -81.8195966 36.1676025390625 3.878";"7.2688233";"-81.8195966";"36.1676025390625";"3.878";"1657991433648.jpg";"1657991450343.jpg";"1657991462567.jpg";"1657991475347.jpg";"1657991489094.jpg";"";"";"";"wood";"0";"1";"stone";"1";"0";"whole";"1085.0";"149";"83";"117";"133";"98";"73";"76";"58";"71";"";"";"";"";"";"";"";"";"";"almendra coconuts hermit_crabs";"1";"1";"0";"1";"0";"0";"0";"0";"2";"2";"stream_bank";"0";"1";"0";"0";"0";"0";"";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416371";"65b5ffd1-1aa0-48e8-86c4-67ae1da90e70";"2022-07-23T13:03:28";"";"";"submitted_via_web";"mkcarlson";"";"161"
"2022-07-16T12:17:17.350-05:00";"2022-07-16T12:22:02.001-05:00";"2022-07-16";"Brendan Barrett";"T15";"7.2688523 -81.8195924 45.6563720703125 3.863";"7.2688523";"-81.8195924";"45.6563720703125";"3.863";"1657991880602.jpg";"1657991891810.jpg";"1657991907730.jpg";"1657991930801.jpg";"1657991941634.jpg";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"285.0";"96";"61";"93";"80";"68";"50";"65";"63";"35";"";"";"";"";"";"";"";"";"";"almendra coconuts hermit_crabs";"1";"1";"0";"1";"0";"0";"0";"0";"2";"2";"stream_bank";"0";"1";"0";"0";"0";"0";"Very few almendras";"yes";"Cebus-07";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416380";"c08a7576-8d33-4cb1-bd76-882e6c9f6aa9";"2022-07-23T13:03:34";"";"";"submitted_via_web";"mkcarlson";"";"162"
"2022-07-16T12:22:08.889-05:00";"2022-07-16T12:29:05.032-05:00";"2022-07-16";"Brendan Barrett";"T16a";"7.2689483 -81.8195149 54.34716796875 3.878";"7.2689483";"-81.8195149";"54.34716796875";"3.878";"1657992280555.jpg";"1657992304144.jpg";"1657992325539.jpg";"1657992334800.jpg";"1657992345261.jpg";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"720.0";"122";"88";"115";"100";"117";"65";"95";"82";"52";"";"";"";"";"";"";"";"";"";"almendra";"1";"0";"0";"0";"0";"0";"0";"0";"1";"2";"stream_bank";"0";"1";"0";"0";"0";"0";"1 out of 2 Hammerstones possible, found in stream";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416390";"3d224df0-2ccb-4e2f-b5e0-b7d5a4b97ce3";"2022-07-23T13:03:40";"";"";"submitted_via_web";"mkcarlson";"";"163"
"2022-07-16T12:29:07.561-05:00";"2022-07-16T12:34:11.516-05:00";"2022-07-16";"Brendan Barrett";"T16b";"7.2689271 -81.8195602 52.99383544921875 3.878";"7.2689271";"-81.8195602";"52.99383544921875";"3.878";"1657992621666.jpg";"1657992631270.jpg";"1657992645857.jpg";"1657992656249.jpg";"1657992669170.jpg";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"1090.0";"130";"130";"116";"114";"102";"100";"102";"93";"52";"";"";"";"";"";"";"";"";"";"almendra";"1";"0";"0";"0";"0";"0";"0";"0";"1";"2";"stream_bank";"0";"1";"0";"0";"0";"0";"2 of 2 possible hammers found in stream";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416399";"12b15ced-0874-49f7-8114-dc0f164936e1";"2022-07-23T13:03:46";"";"";"submitted_via_web";"mkcarlson";"";"164"
"2022-07-16T12:38:14.164-05:00";"2022-07-16T12:44:56.022-05:00";"2022-07-16";"Brendan Barrett";"T17";"7.2689807 -81.8195479 17.38262939453125 3.863";"7.2689807";"-81.8195479";"17.38262939453125";"3.863";"1657993239242.jpg";"1657993250797.jpg";"1657993269697.jpg";"1657993282392.jpg";"";"";"";"";"wood";"0";"1";"stone";"1";"0";"whole";"275.0";"83";"70";"79";"71";"71";"32";"64";"51";"48";"";"";"";"";"";"";"";"";"";"other_processed_item halloween_crabs hermit_crabs";"0";"1";"1";"0";"0";"0";"0";"1";"2";"3";"forest";"0";"0";"0";"0";"1";"0";"May not be a Halloween  crab, but another type of crab ";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416403";"3f73cd4f-82ee-4035-b4a9-73e6801e11a0";"2022-07-23T13:03:51";"";"";"submitted_via_web";"mkcarlson";"";"165"
"2022-07-16T12:46:10.459-05:00";"2022-07-16T12:52:41.309-05:00";"2022-07-16";"Brendan Barrett";"T18";"7.268932 -81.8197799 38.00750732421875 3.841";"7.268932";"-81.8197799";"38.00750732421875";"3.841";"1657993647088.jpg";"1657993665711.jpg";"1657993685039.jpg";"1657993697261.jpg";"1657993715739.jpg";"";"";"";"wood";"0";"1";"stone";"1";"0";"whole";"105.0";"67";"60";"64";"48";"61";"44";"55";"45";"31";"";"";"";"";"";"";"";"";"";"hermit_crabs almendra coconuts";"1";"1";"0";"1";"0";"0";"0";"0";"2";"3";"forest";"0";"0";"0";"0";"1";"0";"More than 1 event,  but all debris elusive ";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416415";"6dd91597-de70-4cba-a53a-4ed9267a2b6b";"2022-07-23T13:03:56";"";"";"submitted_via_web";"mkcarlson";"";"166"
"2022-07-16T12:53:02.871-05:00";"2022-07-16T13:00:31.658-05:00";"2022-07-16";"Brendan Barrett";"T18";"7.2690067 -81.819756 34.5576171875 3.695";"7.2690067";"-81.819756";"34.5576171875";"3.695";"1657994069144.jpg";"1657994080347.jpg";"1657994095789.jpg";"1657994106990.jpg";"1657994120981.jpg";"";"";"";"stone";"1";"0";"stone";"1";"0";"incomplete_refit";"375.0";"103";"89";"101";"88";"83";"75";"82";"75";"30";"";"";"";"";"";"";"";"";"";"hermit_crabs almendra";"1";"1";"0";"0";"0";"0";"0";"0";"2";"3";"forest";"0";"0";"0";"0";"1";"0";"Quartz hammer";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416429";"23bf9eaa-2706-43ee-a501-2030baf162d9";"2022-07-23T13:04:02";"";"";"submitted_via_web";"mkcarlson";"";"167"
"2022-07-16T13:01:49.243-05:00";"2022-07-16T13:08:06.186-05:00";"2022-07-16";"Brendan Barrett";"T19";"7.2688649 -81.8198733 31.31854248046875 3.878";"7.2688649";"-81.8198733";"31.31854248046875";"3.878";"1657994610932.jpg";"1657994626618.jpg";"1657994640100.jpg";"1657994668050.jpg";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"incomplete_refit";"110.0";"62";"52";"55";"36";"55";"52";"51";"43";"31";"";"";"";"";"";"";"";"";"";"almendra hermit_crabs coconuts";"1";"1";"0";"1";"0";"0";"0";"0";"2";"3";"forest";"0";"0";"0";"0";"1";"0";"Pitting on anvil, hammer might be a fragment";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416436";"77f3ce11-fb6b-4708-9535-e7cf26f21f12";"2022-07-23T13:04:07";"";"";"submitted_via_web";"mkcarlson";"";"168"
"2022-07-16T13:28:22.764-05:00";"2022-07-16T13:34:49.011-05:00";"2022-07-16";"Brendan Barrett";"T20";"7.2724393 -81.8219321 46.1241455078125 3.863";"7.2724393";"-81.8219321";"46.1241455078125";"3.863";"1657996294713.jpg";"1657996333410.jpg";"1657996344851.jpg";"1657996356742.jpg";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"965.0";"135";"102";"132";"127";"105";"78";"95";"64";"60";"";"";"";"";"";"";"";"";"";"almendra";"1";"0";"0";"0";"0";"0";"0";"0";"1";"2";"stream_bank";"0";"1";"0";"0";"0";"0";"";"no";"";"vxE4VZ7xkMmyZoweH2X4PX";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171416447";"480279fa-2e6b-430b-a90c-fbeb09cf363b";"2022-07-23T13:04:12";"";"";"submitted_via_web";"mkcarlson";"";"169"
